source_input,follow_input,target_output,follow_output
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['Martha', 'once', 'again', 'took', 'the', 'helm', 'of', 'her', 'company', 'and', 'her', 'magazine', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'JJ', 'NN', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'NNP', 'NN', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['It', 'is', 'only', 'recently', 'that', 'the', 'residents', 'of', 'Hsiachuotsu', ',', 'unable', 'to', 'stand', 'the', 'smell', ',', 'have', 'begun', 'to', 'protest', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'JJ', 'NN', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", 'NFP', 'PRP$', 'NNP', 'NN', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['The', 'rally', 'gave', 'credence', ',', 'at', 'least', 'for', 'now', ',', 'to', 'the', 'pre-trading', 'declaration', 'of', 'Big', 'Board', 'Chairman', 'John', 'J.', 'Phelan', 'Jr.', 'that', 'Friday', ""'s"", 'market', 'debacle', 'was', '``', 'an', 'abnormal', 'condition', ',', 'and', 'not', 'a', 'disaster', '.', ""''"", ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'JJ', 'NN', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", 'NFP', 'PRP$', 'NNP', 'NN', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['During', 'Europe', ""'s"", '1,000', '-', 'year', '""', 'Dark', 'Ages', '""', ',', 'which', 'began', 'after', 'once', '-', 'proud', 'and', 'stable', 'Rome', 'was', 'overrun', 'and', 'conquered', 'by', 'the', 'undocumented', 'workers', 'of', 'the', 'day', ',', 'deadly', 'contagious', 'diseases', 'regularly', 'swept', 'the', 'land', ';', 'the', 'Black', 'Death', ',', 'or', 'Bubonic', 'Plague', ',', 'itself', 'is', 'estimated', 'to', 'have', 'killed', 'about', 'half', 'the', 'population', 'of', 'Europe', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'JJ', 'NN', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'NNP', 'NN', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['So', ',', 'it', 'can', 'be', 'said', 'that', 'penetration', 'was', 'quite', 'high', 'this', 'time', ',', 'by', 'using', 'the', 'most', 'familiar', 'method', ',', 'most', 'used', 'by', 'everyone', ',', 'as', 'well', 'as', 'the', 'most', 'prompt', 'and', 'most', 'convenient', 'method', ',', 'for', 'the', 'announcement', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'JJ', 'NN', '.']","['NN', ':', 'NN', 'RB', 'RBR', 'JJ', 'IN', 'DT', '``', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ""''"", ',', 'PRP$', 'NNP', 'NN', '.']"
"['The', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['It', 'never', 'happens', 'there', ',', 'and', 'the', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'VBN', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']"
"['The', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['The', 'health', 'and', 'medical', 'service', 'conditions', 'in', 'the', 'farming', 'and', 'pastoral', 'areas', 'have', 'been', 'improved', 'and', 'the', 'farmers', 'and', 'herdsmen', 'have', 'benefitted', ',', 'and', 'the', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'VBN', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']"
"['The', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['All', 'parents', ',', 'I', 'can', 'say', 'the', 'majority', 'of', 'the', 'parents', ',', 'definitely', 'want', 'to', 'live', 'with', 'their', 'children', ',', 'and', 'the', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'VBN', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']"
"['The', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['Antiaristo', 'will', 'be', 'disappointed', ',', 'or', 'HAS', 'HE', 'ALREADY', 'BEEN', 'BANNED', ',', 'TOO', '???', ',', 'and', 'the', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'VBN', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']"
"['The', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['Stock', 'traders', 'were', 'buoyed', '--', 'because', 'an', 'upturn', 'in', 'the', 'MMI', 'had', 'also', 'started', 'the', 'recovery', 'in', 'stocks', 'on', 'the', 'Tuesday', 'following', 'Black', 'Monday', ',', 'and', 'the', 'offering', ',', 'Series', '102', ',', 'backed', 'by', 'Freddie', 'Mac', '8', '1/2', '%', 'securities', 'with', 'a', 'weighted', 'average', 'remaining', 'term', 'to', 'maturity', 'of', '28.4', 'years', ',', 'was', 'priced', 'before', 'the', 'market', ""'s"", 'afternoon', 'surge', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'VBN', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']","['DT', 'NN', ',', 'NNP', 'NNP', ',', 'VBN', 'IN', 'NNP', 'NNP', 'CD', 'CD', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'IN', 'CD', 'NNS', ',', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'POS', 'NN', 'NN', '.']"
