source_input,follow_input,target_output,follow_output
"['They', 'were', 'not', 'given', 'the', 'power', 'to', 'kill', 'them', 'but', 'only', 'to', 'cause', 'them', 'pain', 'for', 'five', 'months', '--', 'pain', 'like', 'a', 'person', 'feels', 'when', 'stung', 'by', 'a', 'scorpion', '.']","['When', 'stung', 'by', 'a', 'scorpion', ',', 'they', 'were', 'not', 'given', 'the', 'power', 'to', 'kill', 'them', 'but', 'only', 'to', 'cause', 'them', 'pain', 'for', 'five', 'months', '--', 'pain', 'like', 'a', 'person', 'feels', '.']","['ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PRON', 'CCONJ', 'ADV', 'PART', 'VERB', 'PRON', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']","['ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PRON', 'CCONJ', 'ADV', 'PART', 'VERB', 'PRON', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PUNCT']"
"['But', ',', 'despite', 'the', 'recent', 'softening', ',', 'for', 'many', 'of', 'these', 'retailers', 'there', ""'s"", 'still', 'been', 'too', 'big', 'a', 'jump', 'from', 'the', 'rental', 'rates', 'of', 'the', 'late', '1970s', ',', 'when', 'their', 'leases', 'were', 'signed', '.']","['When', 'their', 'leases', 'were', 'signed', ',', 'but', ',', 'despite', 'the', 'recent', 'softening', ',', 'for', 'many', 'of', 'these', 'retailers', 'there', ""'s"", 'still', 'been', 'too', 'big', 'a', 'jump', 'from', 'the', 'rental', 'rates', 'of', 'the', 'late', '1970s', '.']","['ADV', 'PRON', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'PUNCT', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'ADV', 'DET', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['ADV', 'PRON', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'PUNCT', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'ADV', 'VERB', 'ADV', 'DET', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']"
"['But', 'the', 'old', 'Dodger', 'slugger', 'wisely', 'offered', 'no', 'prediction', 'about', 'when', 'good', 'times', 'would', 'return', 'to', 'his', 'side', '.']","['When', 'good', 'times', 'would', 'return', 'to', 'his', 'side', ',', 'but', 'the', 'old', 'Dodger', 'slugger', 'wisely', 'offered', 'no', 'prediction', 'about', '.']","['ADV', 'ADJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'PROPN', 'NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']","['ADV', 'ADJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'CCONJ', 'DET', 'ADJ', 'PROPN', 'NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT']"
"['The', 'plunge', 'in', 'stock', 'prices', '``', 'is', 'happening', 'at', 'a', 'time', 'when', 'the', 'economy', 'has', 'already', 'slowed', 'down', ',', ""''"", 'says', 'economist', 'Lawrence', 'Chimerine', 'of', 'WEFA', 'Group', ',', 'a', 'Bala', 'Cynwyd', ',', 'Pa.', ',', 'forecasting', 'company', '.']","['When', 'the', 'economy', 'has', 'already', 'slowed', 'down', ',', 'the', 'plunge', 'in', 'stock', 'prices', '``', 'is', 'happening', 'at', 'a', 'time', ',', ""''"", 'says', 'economist', 'Lawrence', 'Chimerine', 'of', 'WEFA', 'Group', ',', 'a', 'Bala', 'Cynwyd', ',', 'Pa.', ',', 'forecasting', 'company', '.']","['ADV', 'DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']","['ADV', 'DET', 'NOUN', 'AUX', 'ADV', 'VERB', 'ADP', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']"
"['It', 'plugs', 'into', 'the', 'RV', 'wall', 'socket', 'and', 'runs', 'off', 'the', 'inverter', 'OR', 'off', 'battery', 'power', 'when', 'boondocking', '.']","['When', 'boondocking', ',', 'it', 'plugs', 'into', 'the', 'RV', 'wall', 'socket', 'and', 'runs', 'off', 'the', 'inverter', 'OR', 'off', 'battery', 'power', '.']","['ADV', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['ADV', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT']"
"['The', 'recent', 'explosion', 'of', 'country', 'funds', 'mirrors', 'the', '``', 'closed', '-', 'end', 'fund', 'mania', ""''"", 'of', 'the', '1920s', ',', 'Mr.', 'Foot', 'says', ',', 'when', 'narrowly', 'focused', 'funds', 'grew', 'wildly', 'popular', '.']","['When', 'narrowly', 'focused', 'funds', 'grew', 'wildly', 'popular', ',', 'the', 'recent', 'explosion', 'of', 'country', 'funds', 'mirrors', 'the', '``', 'closed', '-', 'end', 'fund', 'mania', ""''"", 'of', 'the', '1920s', ',', 'Mr.', 'Foot', 'says', '.']","['ADV', 'ADV', 'VERB', 'NOUN', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'DET', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['ADV', 'ADV', 'VERB', 'NOUN', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'DET', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PUNCT']"
"['I', 'do', ""n't"", 'know', 'if', 'you', 'spoke', 'to', 'me', 'before', 'that', 'or', 'when', 'it', 'was', 'that', 'was', 'happening', '.', 'Or']","['When', 'it', 'was', 'that', 'was', 'happening', '.', 'Or', ',', 'I', 'do', ""n't"", 'know', 'if', 'you', 'spoke', 'to', 'me', 'before', 'that', 'or', '.']","['ADV', 'PRON', 'VERB', 'DET', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'ADP', 'DET', 'CCONJ', 'PUNCT']","['ADV', 'PRON', 'VERB', 'DET', 'AUX', 'PUNCT', 'PUNCT', 'CCONJ', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'ADP', 'DET', 'CCONJ', 'PUNCT']"
"['When', 'Jesus', 'was', 'leaving', ',', 'he', 'saw', 'a', 'man', 'named', 'Matthew', 'sitting', 'at', 'the', 'place', 'for', 'collecting', 'taxes', '.']","['He', 'saw', 'a', 'man', 'named', 'Matthew', 'sitting', 'at', 'the', 'place', 'for', 'collecting', 'taxes', ',', 'when', 'Jesus', 'was', 'leaving', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'PROPN', 'AUX', 'VERB', 'PUNCT']","['PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'PROPN', 'AUX', 'VERB', 'PUNCT']"
"['One', 'can', 'well', 'imagine', 'how', 'many', 'people', 'will', 'be', 'refused', 'entry', 'to', 'buses', 'when', 'overloading', 'them', 'is', 'really', 'prohibited', '.']","['When', 'overloading', 'them', 'is', 'really', 'prohibited', ',', 'one', 'can', 'well', 'imagine', 'how', 'many', 'people', 'will', 'be', 'refused', 'entry', 'to', 'buses', '.']","['ADV', 'VERB', 'PRON', 'AUX', 'ADV', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'ADV', 'ADJ', 'NOUN', 'AUX', 'AUX', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['ADV', 'VERB', 'PRON', 'AUX', 'ADV', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'ADV', 'ADJ', 'NOUN', 'AUX', 'AUX', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']"
"['When', 'the', 'mom', 'comes', 'in', ',', 'the', 'puppies', 'know', 'exactly', 'where', 'to', 'go', 'for', 'milk', '--', 'sort', 'of', 'a', 'little', 'confusion', '.']","['The', 'puppies', 'know', 'exactly', 'where', 'to', 'go', 'for', 'milk', '--', 'sort', 'of', 'a', 'little', 'confusion', ',', 'when', 'the', 'mom', 'comes', 'in', '.']","['DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'VERB', 'ADP', 'PUNCT']","['DET', 'NOUN', 'VERB', 'ADV', 'ADV', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'VERB', 'ADP', 'PUNCT']"
