source_input,follow_input,target_output,follow_output
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['Oho', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['NNP', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['Martha', 'once', 'again', 'took', 'the', 'helm', 'of', 'her', 'company', 'and', 'her', 'magazine', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['NNP', 'RB', 'RB', 'VBD', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'CC', 'PRP$', 'NN', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['It', 'is', 'only', 'recently', 'that', 'the', 'residents', 'of', 'Hsiachuotsu', ',', 'unable', 'to', 'stand', 'the', 'smell', ',', 'have', 'begun', 'to', 'protest', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['PRP', 'VBZ', 'RB', 'RB', 'IN', 'DT', 'NNS', 'IN', 'NNP', ',', 'JJ', 'TO', 'VB', 'DT', 'NN', ',', 'VBP', 'VBN', 'TO', 'VB', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['It', 'never', 'happens', 'there', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['PRP', 'RB', 'VBZ', 'RB', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['The', 'rally', 'gave', 'credence', ',', 'at', 'least', 'for', 'now', ',', 'to', 'the', 'pre-trading', 'declaration', 'of', 'Big', 'Board', 'Chairman', 'John', 'J.', 'Phelan', 'Jr.', 'that', 'Friday', ""'s"", 'market', 'debacle', 'was', '``', 'an', 'abnormal', 'condition', ',', 'and', 'not', 'a', 'disaster', '.', ""''"", ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['DT', 'NN', 'VBD', 'NN', ',', 'IN', 'JJS', 'IN', 'RB', ',', 'TO', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'POS', 'NN', 'NN', 'VBD', '``', 'DT', 'JJ', 'NN', ',', 'CC', 'RB', 'DT', 'NN', '.', ""''"", ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['During', 'Europe', ""'s"", '1,000', '-', 'year', '""', 'Dark', 'Ages', '""', ',', 'which', 'began', 'after', 'once', '-', 'proud', 'and', 'stable', 'Rome', 'was', 'overrun', 'and', 'conquered', 'by', 'the', 'undocumented', 'workers', 'of', 'the', 'day', ',', 'deadly', 'contagious', 'diseases', 'regularly', 'swept', 'the', 'land', ';', 'the', 'Black', 'Death', ',', 'or', 'Bubonic', 'Plague', ',', 'itself', 'is', 'estimated', 'to', 'have', 'killed', 'about', 'half', 'the', 'population', 'of', 'Europe', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['IN', 'NNP', 'POS', 'CD', ':', 'NN', 'NN', 'NNP', 'NNP', 'NNP', ',', 'WDT', 'VBD', 'IN', 'RB', ':', 'NN', 'CC', 'JJ', 'NNP', 'VBD', 'VBN', 'CC', 'VBN', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', ',', 'RB', 'JJ', 'NNS', 'RB', 'VBD', 'DT', 'NN', ':', 'DT', 'NNP', 'NNP', ',', 'CC', 'NNP', 'NNP', ',', 'PRP', 'VBZ', 'VBN', 'TO', 'VB', 'VBN', 'IN', 'PDT', 'DT', 'NN', 'IN', 'NNP', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['But', 'for', 'the', 'first', 'couple', 'days', 'I', 'noticed', 'it', 'was', ""n't"", 'that', 'much', 'of', 'a', 'television', 'story', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['CC', 'IN', 'DT', 'JJ', 'NN', 'NNS', 'PRP', 'VBD', 'PRP', 'VBD', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'NN', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['There', ""'s"", 'a', 'lot', 'we', 'still', 'do', ""n't"", 'know', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['EX', 'VBZ', 'DT', 'NN', 'PRP', 'RB', 'VBP', 'RB', 'VB', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['So', ',', 'it', 'can', 'be', 'said', 'that', 'penetration', 'was', 'quite', 'high', 'this', 'time', ',', 'by', 'using', 'the', 'most', 'familiar', 'method', ',', 'most', 'used', 'by', 'everyone', ',', 'as', 'well', 'as', 'the', 'most', 'prompt', 'and', 'most', 'convenient', 'method', ',', 'for', 'the', 'announcement', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['RB', ',', 'PRP', 'MD', 'VB', 'VBD', 'IN', 'NN', 'VBD', 'RB', 'JJ', 'DT', 'NN', ',', 'IN', 'VBG', 'DT', 'RBS', 'JJ', 'NN', ',', 'RBS', 'VBN', 'IN', 'NN', ',', 'RB', 'RB', 'IN', 'DT', 'RBS', 'JJ', 'CC', 'JJS', 'JJ', 'NN', ',', 'IN', 'DT', 'NN', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
"['Title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['In', 'this', 'case', 'and', 'the', 'Times', 'makes', 'it', 'very', 'plain', 'in', 'their', 'story', 'today', 'they', 'really', 'suffered', ',', 'and', 'title', ':', 'Something', 'Even', 'More', 'Absurd', 'Than', 'the', '""', 'Breakneck', '90', 'M/H', 'On', 'a', 'Snowy', 'Night', '""', '??', 'My', 'Personal', 'Experience', '.']","['NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['IN', 'DT', 'NN', 'CC', 'DT', 'NNP', 'VBZ', 'PRP', 'RB', 'RB', 'IN', 'PRP$', 'NN', 'NN', 'PRP', 'RB', 'VBD', ',', 'CC', 'NN', ':', 'VBG', 'RB', 'RBR', 'NNP', 'NNP', 'DT', 'NNP', 'NNP', 'CD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', '.']"
