source_input,follow_input,target_output,follow_output
"['``', 'There', 'is', 'no', 'prospect', 'of', 'any', 'so', '-', 'called', 'grand', 'compromise', 'or', 'deal', 'next', 'year', 'because', 'the', 'administration', 'simply', 'did', ""n't"", 'live', 'up', 'to', 'this', 'year', ""'s"", 'deal', ',', ""''"", 'Senate', 'Majority', 'Leader', 'George', 'Mitchell', '-LRB-', 'D.', ',', 'Maine', '-RRB-', 'said', 'yesterday', 'on', 'CBS', 'News', ""'s"", '``', 'Face', 'the', 'Nation', '.', ""''""]","['Because', 'the', 'administration', 'simply', 'did', ""n't"", 'live', 'up', 'to', 'this', 'year', ""'s"", 'deal', ',', '``', 'There', 'is', 'no', 'prospect', 'of', 'any', 'so', '-', 'called', 'grand', 'compromise', 'or', 'deal', 'next', 'year', ',', ""''"", 'Senate', 'Majority', 'Leader', 'George', 'Mitchell', '-LRB-', 'D.', ',', 'Maine', '-RRB-', 'said', 'yesterday', 'on', 'CBS', 'News', ""'s"", '``', 'Face', 'the', 'Nation', '.', ""''""]","['SCONJ', 'DET', 'NOUN', 'ADV', 'AUX', 'PART', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'ADV', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['SCONJ', 'DET', 'NOUN', 'ADV', 'AUX', 'PART', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'ADV', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'PUNCT', 'PROPN', 'DET', 'NOUN', 'PUNCT', 'PUNCT']"
"['And', 'I', ""'ve"", 'said', 'that', 'yeah', 'I', 'will', 'give', 'a', 'urine', 'sample', 'or', 'a', 'blood', 'sample', 'if', 'they', 'call', 'me', 'back', 'for', 'those', ',', 'but', 'they', ""'re"", 'going', 'to', 'have', 'to', 'pay', 'my', 'trip', 'back', 'to', 'the', 'states', '.', 'because', 'there', ""'s"", 'no', 'bases', 'in', 'Holland', 'and', 'I', ""'m"", 'not', 'going', 'to', 'pay', 'out', 'of', 'my', 'own', 'expenses', 'to', 'go', 'to', 'Germany', 'or', 'something', 'for', 'them', '.']","['Because', 'there', ""'s"", 'no', 'bases', 'in', 'Holland', 'and', 'I', ""'m"", 'not', 'going', 'to', 'pay', 'out', 'of', 'my', 'own', 'expenses', 'to', 'go', 'to', 'Germany', 'or', 'something', 'for', 'them', ',', 'and', 'I', ""'ve"", 'said', 'that', 'yeah', 'I', 'will', 'give', 'a', 'urine', 'sample', 'or', 'a', 'blood', 'sample', 'if', 'they', 'call', 'me', 'back', 'for', 'those', ',', 'but', 'they', ""'re"", 'going', 'to', 'have', 'to', 'pay', 'my', 'trip', 'back', 'to', 'the', 'states', '.', '.']","['SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'SCONJ', 'ADP', 'PRON', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'PRON', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'SCONJ', 'INTJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'ADP', 'DET', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['SCONJ', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'SCONJ', 'ADP', 'PRON', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADP', 'PROPN', 'CCONJ', 'ADP', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'SCONJ', 'INTJ', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'ADP', 'DET', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']"
"['I', 'will', 'do', 'this', 'for', 'myself', 'and', 'because', 'of', 'the', 'promise', 'I', 'made', 'to', 'my', 'servant', 'David', '.', ""'"", ""''""]","['Because', 'of', 'the', 'promise', 'I', 'made', 'to', 'my', 'servant', 'David', '.', ""'"", ""''"", ',', 'I', 'will', 'do', 'this', 'for', 'myself', 'and', '.']","['SCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'ADP', 'PRON', 'CCONJ', 'PUNCT']","['SCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PRON', 'ADJ', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'ADP', 'PRON', 'CCONJ', 'PUNCT']"
"['The', 'only', 'thing', 'the', 'Chinese', 'Communists', 'are', 'saying', ',', 'says', 'Ruan', ',', 'is', 'that', 'they', 'will', 'attack', '""', 'if', 'Taiwan', 'makes', 'any', 'sort', 'of', 'formal', 'move', 'toward', 'independence', ',', '""', 'and', 'Taiwan', 'has', 'no', 'need', 'to', 'formalize', 'anything', 'because', 'changing', 'the', 'country', ""'s"", 'name', 'would', 'be', 'meaningless', '.']","['Because', 'changing', 'the', 'country', ""'s"", 'name', 'would', 'be', 'meaningless', ',', 'the', 'only', 'thing', 'the', 'Chinese', 'Communists', 'are', 'saying', ',', 'says', 'Ruan', ',', 'is', 'that', 'they', 'will', 'attack', '""', 'if', 'Taiwan', 'makes', 'any', 'sort', 'of', 'formal', 'move', 'toward', 'independence', ',', '""', 'and', 'Taiwan', 'has', 'no', 'need', 'to', 'formalize', 'anything', '.']","['SCONJ', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN', 'AUX', 'VERB', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'DET', 'ADJ', 'PROPN', 'AUX', 'VERB', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'AUX', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT', 'SCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PRON', 'PUNCT']","['SCONJ', 'DET', 'DET', 'NOUN', 'PART', 'NOUN', 'AUX', 'VERB', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PUNCT', 'VERB', 'PROPN', 'PUNCT', 'AUX', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT', 'SCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PRON', 'PUNCT']"
"['Because', 'of', 'Taiwan', ""'s"", 'experience', 'with', 'rapid', 'modernization', ',', 'many', 'CCP', 'cadres', 'have', 'sought', 'employment', 'with', 'Taiwanese', 'firms', ',', 'hoping', 'to', 'learn', 'from', 'the', 'masters', '.']","['Many', 'CCP', 'cadres', 'have', 'sought', 'employment', 'with', 'Taiwanese', 'firms', ',', 'hoping', 'to', 'learn', 'from', 'the', 'masters', ',', 'because', 'of', 'Taiwan', ""'s"", 'experience', 'with', 'rapid', 'modernization', '.']","['ADJ', 'PROPN', 'NOUN', 'AUX', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'ADP', 'PROPN', 'PART', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['ADJ', 'PROPN', 'NOUN', 'AUX', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PART', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'SCONJ', 'ADP', 'PROPN', 'PART', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']"
"['Renaissance', ',', 'which', 'manages', 'about', '$', '1.8', 'billion', ',', 'drew', 'stiff', 'criticism', 'from', 'many', 'clients', 'earlier', 'this', 'year', 'because', 'it', 'pulled', 'entirely', 'out', 'of', 'stocks', 'at', 'the', 'beginning', 'of', 'the', 'year', 'and', 'thus', 'missed', 'a', 'strong', 'rally', '.']","['Because', 'it', 'pulled', 'entirely', 'out', 'of', 'stocks', 'at', 'the', 'beginning', 'of', 'the', 'year', 'and', 'thus', 'missed', 'a', 'strong', 'rally', ',', 'renaissance', ',', 'which', 'manages', 'about', '$', '1.8', 'billion', ',', 'drew', 'stiff', 'criticism', 'from', 'many', 'clients', 'earlier', 'this', 'year', '.']","['SCONJ', 'PRON', 'VERB', 'ADV', 'SCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'DET', 'VERB', 'ADP', 'SYM', 'NUM', 'NUM', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADV', 'DET', 'NOUN', 'PUNCT']","['SCONJ', 'PRON', 'VERB', 'ADV', 'SCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'VERB', 'ADP', 'SYM', 'NUM', 'NUM', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADV', 'DET', 'NOUN', 'PUNCT']"
"['Abraham', ""'s"", 'true', 'children', 'are', 'those', 'who', 'become', 'God', ""'s"", 'children', 'because', 'of', 'the', 'promise', 'he', 'made', 'to', 'Abraham', '.']","['Because', 'of', 'the', 'promise', 'he', 'made', 'to', 'Abraham', ',', 'abraham', ""'s"", 'true', 'children', 'are', 'those', 'who', 'become', 'God', ""'s"", 'children', '.']","['SCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PART', 'ADJ', 'NOUN', 'AUX', 'DET', 'PRON', 'VERB', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['SCONJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'PART', 'ADJ', 'NOUN', 'AUX', 'DET', 'PRON', 'VERB', 'PROPN', 'PART', 'NOUN', 'PUNCT']"
"['Witness', 'the', 'fact', 'that', 'trading', 'in', 'some', 'stocks', 'closed', 'early', 'Friday', 'and', 'opened', 'late', 'Monday', 'because', 'of', 'an', 'excess', 'of', 'sell', 'orders', '.', '-RRB-']","['Because', 'of', 'an', 'excess', 'of', 'sell', 'orders', '.', '-RRB-', ',', 'witness', 'the', 'fact', 'that', 'trading', 'in', 'some', 'stocks', 'closed', 'early', 'Friday', 'and', 'opened', 'late', 'Monday', '.']","['SCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'X', 'PUNCT', 'VERB', 'DET', 'NOUN', 'SCONJ', 'ADP', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'PROPN', 'CCONJ', 'VERB', 'ADJ', 'PROPN', 'PUNCT']","['SCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'PUNCT', 'PUNCT', 'VERB', 'DET', 'NOUN', 'SCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADJ', 'PROPN', 'CCONJ', 'VERB', 'ADJ', 'PROPN', 'PUNCT']"
"['But', 'there', ""'s"", 'another', 'camp', 'uh', 'in', 'this', 'country', 'and', 'I', 'think', 'represented', 'in', 'the', 'government', 'that', 'believes', 'that', 'negotiating', 'with', 'the', 'North', 'Koreans', 'is', 'a', 'fools', 'game', 'or', 'is', 'even', 'immoral', 'because', 'of', 'the', 'nature', 'of', 'the', 'regime']","['Because', 'of', 'the', 'nature', 'of', 'the', 'regime', ',', 'but', 'there', ""'s"", 'another', 'camp', 'uh', 'in', 'this', 'country', 'and', 'I', 'think', 'represented', 'in', 'the', 'government', 'that', 'believes', 'that', 'negotiating', 'with', 'the', 'North', 'Koreans', 'is', 'a', 'fools', 'game', 'or', 'is', 'even', 'immoral', '.']","['SCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'DET', 'NOUN', 'INTJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'VERB', 'SCONJ', 'ADP', 'ADP', 'DET', 'PROPN', 'PROPN', 'AUX', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'ADJ', 'PUNCT']","['SCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'INTJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'DET', 'VERB', 'SCONJ', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'AUX', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'ADJ', 'PUNCT']"
"['And', 'it', ""'s"", 'like', 'you', 'know', 'what', 'I', 'think', 'because', 'I', 'get', 'the', 'same', 'as', 'you']","['Because', 'I', 'get', 'the', 'same', 'as', 'you', ',', 'and', 'it', ""'s"", 'like', 'you', 'know', 'what', 'I', 'think', '.']","['SCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'INTJ', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'PUNCT']","['SCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'INTJ', 'PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'PUNCT']"
